listingTitile,price,bathrooms,beds,toilets,street,city,state,status,agentContact,imagesProvided,listingURL,dateUpdated
4 Bedroom Semi Detached House,12500000,4,4,5,Osborne 1 Osborne Foreshore Estate,Ikoyi,Lagos,ServicedNewly Built,08124269637,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osborne-1-osborne-foreshore-estate-ikoyi-lagos-5FYCE,08 Jun 2022
Newly Built 5bedroom Semi Detached Duplex,5000000,5,5,6,Close To Nnpc,Guzape,Abuja,ServicedNewly Built,08053979149,20,https://www.propertypro.ng/property/5-bedroom-house-for-rent-close-to-nnpc-guzape-abuja-3GNPM,10 May 2022
Newly Built 5 Bedrooms Semi Detached Duplex,20000000,5,5,6,Banana Island Ikoyi Banana Island,Ikoyi,Lagos,Serviced,090902999998,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-banana-island-ikoyi-banana-island-ikoyi-lagos-0GGXY,25 Mar 2022
4 Bedroom Terraced Duplex,5000000,4,4,5,Off Fola Osibo Street Lekki Phase 1,Lekki,Lagos,Serviced,08082163583,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-fola-osibo-street-lekki-phase-1-lekki-lagos-8GPXE,18 Jun 2022
Newly Built 4 Bedroom Semi Detached Duplex,4500000,4,4,5,Ikota,Lekki,Lagos,Serviced,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-6GPSF,17 May 2022
4 Bedroom Semi Detached Duplex,5000000,4,4,5,Second Tollgate,Lekki,Lagos,Serviced,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-tollgate-lekki-lagos-7GPSQ,17 May 2022
5 Bedroom Maisonette,13500000,5,5,6,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,2,https://www.propertypro.ng/property/5-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-9FRZE,15 Jun 2022
5 Bedroom Detached Duplex With A Bq,17000000,5,5,6,Banana Island,Ikoyi,Lagos,Serviced,08082163583,13,https://www.propertypro.ng/property/5-bedroom-house-for-rent-banana-island-ikoyi-lagos-0GNEL,06 May 2022
4 Bedroom Terrace House,8000000,4,4,5,Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-8FSJB,15 Jun 2022
4 Bedroom Semi Detached Terrace House,19500000,4,4,5,Banana Island Estate Banana Island,Ikoyi,Lagos,Serviced,08124269637,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-0GMAS,27 Apr 2022
Newly Built 4 Bedroom Semi Detached Duplex,6500000,4,4,5,Osapa,Lekki,Lagos,Serviced,08082163583,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-lekki-lagos-7GTCC,08 Jun 2022
Nicely Built 4 Bedroom Semi Detached Duplex,4000000,4,4,5,Second Tollgate,Lekki,Lagos,Serviced,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-tollgate-lekki-lagos-9GUPS,17 Jun 2022
Nicely Built 4 Bedroom Detached Duplex,6000000,4,4,5,Second Tollgate,Lekki,Lagos,Serviced,08082163583,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-tollgate-lekki-lagos-7GUGN,15 Jun 2022
Serviced 4 Bedroom Terrace Duplex,4200000,4,4,5,Orchid Road.,Lekki,Lagos,Serviced,08082163583,18,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-road-lekki-lagos-0GUGT,15 Jun 2022
3 Bedroom Maisonette,13000000,3,3,4,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,Serviced,08124269637,1,https://www.propertypro.ng/property/3-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-1EVZK,20 Jun 2022
4 Units Of 4 Bedroom Terrace House,7000000,4,4,5,Parkview Estate,Ikoyi,Lagos,Serviced,08124269637,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-parkview-estate-ikoyi-lagos-9GAPG,08 Jun 2022
Quality 4 Bedroom Semi Detached Duplex,30000000,5,4,5,Banana Island,Ikoyi,Lagos,old,07086048604,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-4GRWM,31 May 2022
Serviced 4 Bedroom Terrace Duplex With Bq,15000000,4,4,4,Off 2nd Avenue Banana Island,Ikoyi,Lagos,old,090902999998,16,https://www.propertypro.ng/property/4-bedroom-house-for-rent-off-2nd-avenue-banana-island-ikoyi-lagos-1GGEP,21 Mar 2022
5 Bedroom Detached House,20000000,5,5,6,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,8,https://www.propertypro.ng/property/5-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-7EZUY,21 Jun 2022
4 Bedrooms Terraced Duplex,16000000,4,4,5,Mojisola Onikoyi Estate,Ikoyi,Lagos,old,090902999998,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-mojisola-onikoyi-estate-ikoyi-lagos-8GPJW,14 May 2022
Newly Built 4 Bedroom Semi Detached Duplex,6500000,4,4,5,Osapa London,Lekki,Lagos,Newly Built,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-7GUGM,15 Jun 2022
5 Bedroom Detached House,12000000,5,5,5,Off Awolowo Road Ikoyi Awolowo Road,Ikoyi,Lagos,Newly Built,08124269637,1,https://www.propertypro.ng/property/5-bedroom-house-for-rent-off-awolowo-road-ikoyi-awolowo-road-ikoyi-lagos-3FGWB,20 Jun 2022
4 Bedroom Terrace Duplex,10000000,4,4,5,Oniru Victoria,Island,Lagos,Newly Built,08082163583,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-oniru-victoria-island-lagos-5GLLN,22 Apr 2022
Newly Built 2 Bedroom Terrace Duplex,3500000,2,2,3,Orchid,Lekki,Lagos,Newly Built,08082163583,9,https://www.propertypro.ng/property/2-bedroom-house-for-rent-orchid-lekki-lagos-8GQRJ,23 May 2022
Serviced 4 Bedroom Duplex With A Room Bq,15000000,4,4,5,Victoria,Island,Lagos,old,08082163583,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-island-lagos-0GKSN,16 Apr 2022
Nicely Built 4 Bedroom Detached Duplex,5000000,4,4,5,Ologolo,Lekki,Lagos,old,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ologolo-lekki-lagos-0GKMB,14 Apr 2022
Newly Built 3 Bedroom Flat,2250000,3,3,4,Close To Turkey Hospital,Idu,Abuja,ServicedNewly Built,08053979149,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-close-to-turkey-hospital-idu-abuja-5GVES,21 Jun 2022
Nicely Built 4 Bedroom Semi Detached Duplex,5500000,4,4,5,Second Tollgate,Lekki,Lagos,old,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-tollgate-lekki-lagos-2GRGJ,26 May 2022
Nicely Built 5 Bedroom Fully Detached House,5000000,5,5,6,Second Tollgate,Lekki,Lagos,old,08082163583,12,https://www.propertypro.ng/property/5-bedroom-house-for-rent-second-tollgate-lekki-lagos-8GRGJ,26 May 2022
Newly Built 4 Bedroom Terrace Duplex,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GRGL,26 May 2022
Furnished 3 Bedroom Massionette,7500000,3,3,4,1004 Victoria,Island,Lagos,old,08082163583,18,https://www.propertypro.ng/property/3-bedroom-house-for-rent-1004-victoria-island-lagos-0GRGM,26 May 2022
3 Bedroom Flat,2000000,3,3,4,Sangotedo,Ajah,Lagos,old,08177766115,1,https://www.propertypro.ng/property/3-bedroom-house-for-rent-sangotedo-ajah-lagos-8GRAJ,25 May 2022
Newly Built 5 Bedroom Detached Duplex,7000000,5,5,6,Osapa London,Lekki,Lagos,old,08082163583,8,https://www.propertypro.ng/property/5-bedroom-house-for-rent-osapa-london-lekki-lagos-5GVBB,20 Jun 2022
4 Bedroom Semi Detached Duplex,70000000,4,4,5,Chevron Drive,Lekki,Lagos,old,08082163583,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-drive-lekki-lagos-5GVBC,20 Jun 2022
5 Bedrom Detached House,25000000,4,5,5,Central Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,4,https://www.propertypro.ng/property/5-bedroom-house-for-rent-central-ikoyi-old-ikoyi-ikoyi-lagos-1FFJY,15 Jun 2022
4 Bedroom Semi Detached With Bq;,4000000,4,4,5,"Orchid Hotel Road,",Lekki,Lagos,old,08082163583,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-hotel-road-lekki-lagos-7GLNV,23 Apr 2022
4 Bedroom Semi Detached Duplex,5000000,4,4,5,Chevron,Lekki,Lagos,old,08082163583,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-lekki-lagos-5GLHC,21 Apr 2022
Tastefully Built 4 Bedroom Terrace Duplex,4000000,4,4,5,Second Tollgate,Lekki,Lagos,old,08082163583,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-tollgate-lekki-lagos-5GPSG,17 May 2022
4 Bedroom Terrace House,18500000,4,4,5,Old Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-old-ikoyi-ikoyi-lagos-4GDMC,20 Jun 2022
5 Bedroom Detached House + Bq,19000000,4,5,5,Old Ikoyi Old Ikoyi,Ikoyi,Lagos,old,08124269637,1,https://www.propertypro.ng/property/5-bedroom-house-for-rent-old-ikoyi-old-ikoyi-ikoyi-lagos-2GDMG,20 Jun 2022
Nicely Built 4 Bedroom Terrace Duplex,6000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08082163583,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-8GSJQ,03 Jun 2022
Nicely Built 4 Bedroom Detached House,12000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08082163583,15,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-9GSJS,03 Jun 2022
Newly Built 4 Bedroom Semi Detached House,5000000,4,4,5,Chevron Alternative,Lekki,Lagos,old,08082163583,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-alternative-lekki-lagos-9GSDU,02 Jun 2022
4 Bedroom Terrace Duplex,3500000,4,4,5,Chevron Alternative,Lekki,Lagos,old,08082163583,7,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-alternative-lekki-lagos-1GSJH,03 Jun 2022
Nicely Built 4 Bedroom Terrace Duplex,9000000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,08082163583,13,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-4GVFE,21 Jun 2022
4 Bedroom Semi Detached Terrace House,18000000,4,4,5,Banana Island Estate Banana Island,Ikoyi,Lagos,Newly Built,08124269637,5,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-2EVNX,21 Jun 2022
Newly Built 5 Bedroom Detached House,16000000,5,5,6,Old Ikoyi,Ikoyi,Lagos,Newly Built,08124269637,2,https://www.propertypro.ng/property/5-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-4FNBJ,15 Jun 2022
Premium 3 Bedroom Terrace House,11000000,3,3,4,Banana Island,Ikoyi,Lagos,Newly Built,08124269637,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-ikoyi-lagos-4FXRE,15 Jun 2022
Brand New 5 Bedroom Detached House,6500000,5,5,6,Ikate,Lekki,Lagos,Newly Built,08082163583,5,https://www.propertypro.ng/property/5-bedroom-house-for-rent-ikate-lekki-lagos-3GRTD,30 May 2022
Serviced 4 Bedroom Maisonette,6500000,4,4,5,Courtland Ville Estate Ikate,Lekki,Lagos,Newly Built,08082163583,20,https://www.propertypro.ng/property/4-bedroom-house-for-rent-courtland-ville-estate-ikate-lekki-lagos-1GRTF,30 May 2022
Spacious 3 Bedroom Terrace Duplex,16000000,3,3,4,Banana Island,Ikoyi,Lagos,Newly Built,08082163583,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-ikoyi-lagos-9GRWK,31 May 2022
4 Bedroom Semi Detached House,20000000,4,4,5,Banana Island Estate Banana Island,Ikoyi,Lagos,Newly Built,08124269637,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-5FNYB,15 Jun 2022
4 Bedroom Semi Detached House,12500000,3,4,4,Old Ikoyi,Ikoyi,Lagos,Newly Built,08124269637,2,https://www.propertypro.ng/property/4-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-2FNQZ,15 Jun 2022
Luxury 4 Bedroom Semi Detached House,20000000,4,4,5,Banana Island,Ikoyi,Lagos,Newly Built,08124269637,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-banana-island-ikoyi-lagos-4FYCH,08 Jun 2022
Luxury 5 Bedroom House,20000000,4,5,5,Old Ikoyi,Ikoyi,Lagos,Newly Built,08124269637,9,https://www.propertypro.ng/property/5-bedroom-house-for-rent-old-ikoyi-ikoyi-lagos-5GBPC,08 Jun 2022
Luxurious 4 Bedroom Semi Detached Duplex With Bq,4500000,4,4,5,"Pearls Garden Estate, Shell Cooperative Port",Harcourt,Rivers,Newly Built,08177766115,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-pearls-garden-estate-shell-cooperative-port-harcourt-rivers-1GEQD,10 Mar 2022
Serviced 2 Bedrooms Apartment,9000000,2,2,3,First Avenue Banana Island Ikoyi Banana Island,Ikoyi,Lagos,Newly Built,090902999998,4,https://www.propertypro.ng/property/2-bedroom-house-for-rent-first-avenue-banana-island-ikoyi-banana-island-ikoyi-lagos-8GLSY,25 Apr 2022
Luxury 3 Bedroom Apartment + Bq,18000000,3,3,4,Banana Island Estate Banana Island,Ikoyi,Lagos,ServicedNewly Built,08124269637,2,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-estate-banana-island-ikoyi-lagos-3GMCH,27 Apr 2022
4 Bedroom Terrace Duplex,5000000,4,4,5,Osapa London,Lekki,Lagos,ServicedNewly Built,07030598736,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-osapa-london-lekki-lagos-7GLTT,25 Apr 2022
Furnished 4 Bedroom Terrace House,9000000,4,4,5,Victoria Island Victoria,Island,Lagos,ServicedNewly Built,08124269637,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-victoria-island-victoria-island-lagos-1GLXX,26 Apr 2022
8 Bedroom Fully Detached Duplex,25000000,8,8,9,Close To Ecowas,Asokoro,Abuja,ServicedNewly Built,08053979149,4,https://www.propertypro.ng/property/8-bedroom-house-for-rent-close-to-ecowas-asokoro-abuja-4GLUQ,25 Apr 2022
4 Bedroom Terrace Duplex,5500000,4,4,5,Close To St John Paul The Second Catholic Church,Guzape,Abuja,ServicedNewly Built,08053979149,17,https://www.propertypro.ng/property/4-bedroom-house-for-rent-close-to-st-john-paul-the-second-catholic-church-guzape-abuja-1GNBN,05 May 2022
Luxurious 4 Bedroom Terrace Duplex,7000000,4,4,5,Katampe,Ext,Abuja,ServicedNewly Built,08036492297,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-katampe-ext-abuja-6GNXX,12 May 2022
Standard 2 Bedroom Flat,2200000,2,2,3,unstated,Gaduwa,Abuja,ServicedNewly Built,08053979149,13,https://www.propertypro.ng/property/2-bedroom-house-for-rent-gaduwa-abuja-2GTTL,12 Jun 2022
Nicely Built 4 Bedroom Terrace Duplex;,3800000,4,4,5,Second Tollgate,Lekki,Lagos,ServicedNewly Built,08082163583,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-second-tollgate-lekki-lagos-1GKPN,15 Apr 2022
Nicely Built 4 Bedroom Terrace Duplex,4200000,4,4,5,"Orchid Road, Lafiaji.",Lekki,Lagos,ServicedNewly Built,08082163583,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-road-lafiaji-lekki-lagos-5GQWN,24 May 2022
Mini Flat,250000,2,1,2,Freedom Estate Igbogbo,Ikorodu,Lagos,old,07010568925,5,https://www.propertypro.ng/property/1-bedroom-house-for-rent-freedom-estate-igbogbo-ikorodu-lagos-2GSWD,07 Jun 2022
Standard 4 Bedroom Duplex,6500000,4,4,5,unstated,Guzape,Abuja,old,08160442385,3,https://www.propertypro.ng/property/4-bedroom-house-for-rent-guzape-abuja-8GUNK,17 Jun 2022
4bedroom Detached Duplex,10000000,4,4,5,Lekki Phase 1,Lekki,Lagos,Serviced,09041150803,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-6GMUE,04 May 2022
4 Bedroom Terrace Duplex,3800000,4,4,5,Orchid Chevron,Lekki,Lagos,Serviced,08139265236,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-chevron-lekki-lagos-3GMSD,03 May 2022
2 Bedroom Apartment,8500000,2,2,3,Banana Island,Ikoyi,Lagos,Serviced,08139265236,13,https://www.propertypro.ng/property/2-bedroom-house-for-rent-banana-island-ikoyi-lagos-4GPQN,17 May 2022
4 Bedroom Semi Detached Duplex,12000000,4,4,5,unstated,Ikoyi,Lagos,Serviced,08139265236,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikoyi-lagos-0GPQP,17 May 2022
5 Bedroom Detached House,8000000,5,5,5,Idado,Lekki,Lagos,Serviced,08033354125,11,https://www.propertypro.ng/property/5-bedroom-house-for-rent-idado-lekki-lagos-9GLZR,27 Apr 2022
Lovely Mini Flat,200000,2,1,2,Ibelefun Estate Igbogbo,Ikorodu,Lagos,Serviced,07010568925,1,https://www.propertypro.ng/property/1-bedroom-house-for-rent-ibelefun-estate-igbogbo-ikorodu-lagos-9GRHJ,27 May 2022
4 Bedroom Semi Detached Duplex,8000000,4,4,4,Ikate,Lekki,Lagos,Serviced,09061623299,8,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikate-lekki-lagos-7GSYT,08 Jun 2022
Massive 3 Bedroom Duplex,2700000,4,3,4,Taodak Off Yetunde Brown Ifako Gbagada,Gbagada,Lagos,Newly Built,08167742895,20,https://www.propertypro.ng/property/3-bedroom-house-for-rent-taodak-off-yetunde-brown-ifako-gbagada-gbagada-lagos-3GTTE,12 Jun 2022
3 Bedroom Flat,1300000,4,3,4,Kolapo Isola Gra,Ibadan,Oyo,Newly Built,08147747114,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-kolapo-isola-gra-ibadan-oyo-3GTEQ,09 Jun 2022
Newly Built 3 Bedroom Duplex,2500000,3,3,4,Kabusa Garden Estate,Lokogoma,Abuja,Newly Built,08160442385,5,https://www.propertypro.ng/property/3-bedroom-house-for-rent-kabusa-garden-estate-lokogoma-abuja-3GRTX,30 May 2022
Superb 3bedroom Bungalow,3000000,3,3,4,Thomas Estate,Ajah,Lagos,Newly Built,09041150803,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-thomas-estate-ajah-lagos-3GMCR,28 Apr 2022
4 Bedroom Terrace Duplex,4500000,4,4,5,Chevron Drive Chevron,Lekki,Lagos,Newly Built,09034504273,12,https://www.propertypro.ng/property/4-bedroom-house-for-rent-chevron-drive-chevron-lekki-lagos-7GNQQ,10 May 2022
4 Bedroom Semi Detached Duplex,4000000,4,4,5,Orchid Chevron,Lekki,Lagos,Newly Built,08139265236,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-chevron-lekki-lagos-8GMRZ,03 May 2022
4 Bedroom Terrace Duplex,5000000,4,4,5,Orchid Chevron,Lekki,Lagos,Newly Built,08139265236,11,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-chevron-lekki-lagos-3GMLN,30 Apr 2022
Newly Built 3 Bedroom Terraced Duplex,3300000,3,3,4,Abraham Adesanya,Ajah,Lagos,Newly Built,09034504273,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-abraham-adesanya-ajah-lagos-4GNWM,11 May 2022
3 Bedroom Flat,3000000,3,3,4,Ikota,Lekki,Lagos,Newly Built,09168011083,8,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikota-lekki-lagos-1GRCQ,25 May 2022
3bedroom Semi Detached Duplex,3000000,3,3,4,Sangotedo,Ajah,Lagos,Newly Built,07051883525,19,https://www.propertypro.ng/property/3-bedroom-house-for-rent-sangotedo-ajah-lagos-4GPJS,14 May 2022
Lovely Semi Detached 4 Bedroom Duplex,10000000,4,4,5,Lekki Phase 1 Lekki Phase 1,Lekki,Lagos,Newly Built,09041150803,6,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-phase-1-lekki-lagos-6GRAA,25 May 2022
2 Bedroom Flat,280000,2,2,3,Oji Estate Igbogbo,Ikorodu,Lagos,Newly Built,07010568925,7,https://www.propertypro.ng/property/2-bedroom-house-for-rent-oji-estate-igbogbo-ikorodu-lagos-8GRXS,31 May 2022
Standard 5 Bedroom With 2 Bedroom Bq,6000000,5,5,6,Same Global Estate,Lokogoma,Abuja,Newly Built,08160442385,19,https://www.propertypro.ng/property/5-bedroom-house-for-rent-same-global-estate-lokogoma-abuja-4GNXK,12 May 2022
Spacious 2 Bedroom Flat,4000000,2,2,3,Oniru Oniru Victoria,Island,Lagos,Newly Built,08168064058,1,https://www.propertypro.ng/property/2-bedroom-house-for-rent-oniru-oniru-victoria-island-lagos-4GPFT,13 May 2022
Newly Built 4 Bedroom Semi Detached Duplex,4500000,4,4,5,Orchid Hotel Road Chevron,Lekki,Lagos,Newly Built,09034504273,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-hotel-road-chevron-lekki-lagos-3GNHF,07 May 2022
4 Bedroom Duplex,8000000,4,4,5,Lekki Conservative Center (lcc) Chevron,Lekki,Lagos,Newly Built,09041150803,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-conservative-center-lcc-chevron-lekki-lagos-4GQCV,20 May 2022
Serviced 2 Bedroom Apartment,3200000,2,2,3,Osapa London,Lekki,Lagos,Newly Built,07051883525,10,https://www.propertypro.ng/property/2-bedroom-house-for-rent-osapa-london-lekki-lagos-4GRUZ,31 May 2022
Newly Built 4 Bedroom Semi Detached Duplex,4500000,4,4,5,Ikota,Lekki,Lagos,old,09034504273,14,https://www.propertypro.ng/property/4-bedroom-house-for-rent-ikota-lekki-lagos-4GMZL,05 May 2022
Newly Renovated 3 Bedroom Flat,950000,3,3,3,Ogooluwa Estate Directly Opposite Kolapo Isola Akobo,Ibadan,Oyo,old,08147747114,16,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ogooluwa-estate-directly-opposite-kolapo-isola-akobo-ibadan-oyo-3GRNY,29 May 2022
3 Bedroom Flat With Bq,3500000,3,3,4,Prime Water Gardens Estate Ikate,Lekki,Lagos,old,08168064058,12,https://www.propertypro.ng/property/3-bedroom-house-for-rent-prime-water-gardens-estate-ikate-lekki-lagos-0GSPZ,05 Jun 2022
Automated 3 Bedroom Apartment,14000000,3,3,4,Lekki Phase 1,Lekki,Lagos,old,09168011083,11,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-5GSQG,06 Jun 2022
Newly Built 3 Bedroom Apartment,15000000,3,3,4,Lekki Phase 1,Lekki,Lagos,old,09168011083,13,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-1GSQG,06 Jun 2022
4bedroom Detached Duplex,8000000,4,4,5,Parkview Estate,Ikoyi,Lagos,old,09041150803,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-parkview-estate-ikoyi-lagos-5GNHS,07 May 2022
4 Bedroom Terrace Duplex,6500000,4,4,5,Lekki Phase 1,Lekki,Lagos,old,09168011083,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-4GNFK,06 May 2022
1 Bedroom Flat,7000000,1,1,2,"Shorline Drive,onikoyi,ikoyi",Ikoyi,Lagos,old,08168064058,10,https://www.propertypro.ng/property/1-bedroom-house-for-rent-shorline-driveonikoyiikoyi-ikoyi-lagos-0GQZW,25 May 2022
Brand New Luxury 3 Bedroom Flat,10000000,3,3,4,Banana Island,Ikoyi,Lagos,old,08168064058,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-banana-island-ikoyi-lagos-7GQWR,24 May 2022
3 Bedroom Apartment,3000000,3,3,4,Ikota,Lekki,Lagos,old,09168011083,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikota-lekki-lagos-0GRCR,25 May 2022
Executive 5 Bedroom Duplex,1800000,5,5,5,Divine Estate Puposola Oko Oba,Agege,Lagos,old,09061623299,14,https://www.propertypro.ng/property/5-bedroom-house-for-rent-divine-estate-puposola-oko-oba-agege-lagos-7GSTQ,06 Jun 2022
4 Bedroom Terrace Duplex,4000000,5,4,5,Lekki Conservation Center Chevron,Lekki,Lagos,Newly Built,09035137760,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-lekki-conservation-center-chevron-lekki-lagos-0GENR,10 Mar 2022
3 Bedroom Apartment,1000000,3,2,3,Zionist Estate Akala Express,Ibadan,Oyo,Newly Built,08147747114,13,https://www.propertypro.ng/property/2-bedroom-house-for-rent-zionist-estate-akala-express-ibadan-oyo-7GRNY,29 May 2022
Newly Built 3 Bedroom Apartment,5000000,3,3,4,Lekki Phase 1,Lekki,Lagos,ServicedNewly Built,09168011083,9,https://www.propertypro.ng/property/3-bedroom-house-for-rent-lekki-phase-1-lekki-lagos-3GSRA,06 Jun 2022
Newly Built 3 Bedroom Mansionette,5000000,3,3,4,Ikate,Lekki,Lagos,ServicedNewly Built,09168011083,7,https://www.propertypro.ng/property/3-bedroom-house-for-rent-ikate-lekki-lagos-9GSRF,06 Jun 2022
Fully Serviced 3 Bedroom Bungalow,2000000,3,3,4,"South Pointe Estate,orchid Road",Lekki,Lagos,ServicedNewly Built,08168064058,10,https://www.propertypro.ng/property/3-bedroom-house-for-rent-south-pointe-estateorchid-road-lekki-lagos-1GUGT,15 Jun 2022
Newly Built 4 Bedroom Terrace Duplex,4000000,4,4,5,Orchid Road Chevron,Lekki,Lagos,ServicedNewly Built,09034504273,10,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orchid-road-chevron-lekki-lagos-0GLHP,21 Apr 2022
Fully Serviced 4bedroom Duplex With Bq,3500000,4,4,5,"Roxbury Homes Estate,orchid Road Elegnza Bus Stop",Lekki,Lagos,ServicedNewly Built,08168064058,9,https://www.propertypro.ng/property/4-bedroom-house-for-rent-roxbury-homes-estateorchid-road-elegnza-bus-stop-lekki-lagos-2GMHQ,29 Apr 2022
Luxury 4 Bedroom Apartment,12000000,4,4,5,"Cooper , Ikoyi",Ikoyi,Lagos,ServicedNewly Built,08168064058,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-cooper-ikoyi-ikoyi-lagos-0GQPX,23 May 2022
4 Bedroom Duplex,2000000,5,4,5,Orange Gate Oluyole Oluyole Estate,Ibadan,Oyo,ServicedNewly Built,08147747114,1,https://www.propertypro.ng/property/4-bedroom-house-for-rent-orange-gate-oluyole-oluyole-estate-ibadan-oyo-3GRUM,31 May 2022
Newly Built 4 Bedroom,3500000,4,4,5,Northstar Garden Estate,Lokogoma,Abuja,ServicedNewly Built,08160442385,19,https://www.propertypro.ng/property/4-bedroom-house-for-rent-northstar-garden-estate-lokogoma-abuja-8GTLG,10 Jun 2022
